SR NO ,Job Title,Company,Skills,Location,Job Type,Salary
925,Business Analyst,PharmaCare,"patient care, diagnosis, medical documentation",Delhi,Part-time,1316865
926,Data Entry Clerk,DataWiz,"inventory, hospitality management, POS systems",Remote,Part-time,1403927
927,Database Administrator,HealthFirst Clinic,"adobe photoshop, illustrator, creativity",Pune,Internship,1005346
928,Mobile App Developer,BrightFuture School,"react, javascript, css",Hyderabad,Part-time,2011705
929,Nurse Practitioner,TechNova,"aws, docker, kubernetes",Delhi,Contract,1966666
930,Civil Engineer,BuildRight Infra,"java, spring, hibernate",Mumbai,Full-time,754385
931,Pharmacist,PharmaCare,"prescription handling, pharma knowledge",Bangalore,Part-time,1439262
932,UX Designer,BrightFuture School,"sql, data analysis, tableau",Pune,Internship,2460655
933,Game Developer,City Hospital,"test case writing, selenium, bug tracking",Remote,Contract,705817
934,Cloud Architect,BrightFuture School,"node.js, express, mongodb",Hyderabad,Contract,1381667
935,UI/UX Designer,BrightFuture School,"patient care, diagnosis, medical documentation",Bangalore,Part-time,2327865
936,Data Entry Clerk,PharmaCare,"client relations, campaign strategy, presentations",Pune,Internship,1391197
937,Graphic Designer,DreamWeddings Inc.,"node.js, express, mongodb",Hyderabad,Contract,803518
938,Blockchain Developer,BrightFuture School,"adobe photoshop, illustrator, creativity",Remote,Internship,745589
939,ML Engineer,PharmaCare,"check-in, phone etiquette, scheduling",Remote,Part-time,1391451
940,Technical Writer,EduWise Academy,"client relations, campaign strategy, presentations",Mumbai,Internship,797214
941,Software Engineer,DataWiz,"python, pandas, numpy",Remote,Internship,527108
942,Business Analyst,DreamWeddings Inc.,"python, pandas, numpy",Remote,Contract,607011
943,HR Coordinator,DreamWeddings Inc.,"python, pandas, numpy",Pune,Internship,2146421
944,Mobile App Developer,Global Travels,"interviewing, HR software, conflict resolution",Bangalore,Full-time,2368433
945,UX Designer,DataWiz,"prescription handling, pharma knowledge",Remote,Internship,1430784
946,Graphic Designer,BrightFuture School,"legal documentation, compliance, case review",Pune,Part-time,684864
947,Data Entry Clerk,Global Travels,"test case writing, selenium, bug tracking",Bangalore,Full-time,2475350
948,Graphic Designer,TechNova,"typing, accuracy, database entry",Pune,Contract,1208395
949,Civil Engineer,BrightFuture School,"client relations, campaign strategy, presentations",Hyderabad,Internship,1732258
950,Graphic Designer,HealthFirst Clinic,"sql, data analysis, tableau",Bangalore,Internship,754353
951,Business Analyst,HealthFirst Clinic,"test case writing, selenium, bug tracking",Pune,Full-time,1954259
952,Frontend Developer,CreativeHub Agency,"excel, financial modeling, data interpretation",Pune,Contract,2079154
953,Database Administrator,City Hospital,"typing, accuracy, database entry",Mumbai,Contract,624976
954,Data Scientist,TechNova,"java, spring, hibernate",Hyderabad,Internship,1204295
955,Wedding Manager,FinEdge Solutions,"patient care, diagnosis, medical documentation",Mumbai,Full-time,501470
956,Nurse Practitioner,TechNova,"customer service, ticketing, troubleshooting",Pune,Part-time,860812
957,Financial Analyst,TechNova,"java, spring, hibernate",Mumbai,Part-time,2065042
958,Financial Analyst,DataWiz,"excel, financial modeling, data interpretation",Mumbai,Full-time,816125
959,Data Scientist,EduWise Academy,"java, spring, hibernate",Remote,Internship,2137895
960,Teacher,City Hospital,"react, javascript, css",Remote,Contract,1095636
961,Teacher,DataWiz,"curriculum planning, classroom management, communication",Pune,Contract,1365023
962,Technical Writer,HealthFirst Clinic,"check-in, phone etiquette, scheduling",Delhi,Contract,514284
963,Account Director,BuildRight Infra,"sql, data analysis, tableau",Pune,Full-time,1991005
964,Operations Manager,DataWiz,"excel, financial modeling, data interpretation",Mumbai,Internship,901588
965,Teacher,PharmaCare,"interviewing, HR software, conflict resolution",Hyderabad,Full-time,2133036
966,Technical Writer,Global Travels,"python, pandas, numpy",Remote,Contract,1137345
967,Web Developer,DataWiz,"interviewing, HR software, conflict resolution",Hyderabad,Full-time,2185870
968,Nurse Practitioner,HealthFirst Clinic,"node.js, express, mongodb",Mumbai,Internship,1511288
969,Financial Analyst,DesignCrafters,"aws, docker, kubernetes",Pune,Full-time,1690698
970,Database Administrator,HealthFirst Clinic,"inventory, hospitality management, POS systems",Delhi,Contract,794916
971,Financial Analyst,BrightFuture School,"excel, financial modeling, data interpretation",Delhi,Internship,1697131
972,Frontend Developer,DataWiz,"test case writing, selenium, bug tracking",Pune,Full-time,1225883
973,Business Analyst,EduWise Academy,"react, javascript, css",Mumbai,Contract,1942003
974,Database Administrator,HealthFirst Clinic,"salesforce, CRM, negotiation",Pune,Contract,2347201
975,Customer Support Specialist,PharmaCare,"sql, data visualization, problem solving",Mumbai,Part-time,539750
976,Product Manager,PharmaCare,"excel, financial modeling, data interpretation",Hyderabad,Contract,2077246
977,UX Designer,HealthFirst Clinic,"curriculum planning, classroom management, communication",Hyderabad,Contract,2004308
978,Marketing Manager,DevSolutions,"interviewing, HR software, conflict resolution",Remote,Part-time,1299746
979,Pharmacist,InnovateX,"prescription handling, pharma knowledge",Mumbai,Part-time,1972744
980,Data Scientist,BizConsult,"excel, financial modeling, data interpretation",Hyderabad,Part-time,1060400
981,Civil Engineer,EduWise Academy,"interviewing, HR software, conflict resolution",Bangalore,Full-time,1136053
982,UX Designer,Global Travels,"autocad, site planning, structural analysis",Hyderabad,Contract,1131400
983,Nurse Practitioner,BizConsult,"aws, docker, kubernetes",Pune,Part-time,1820064
984,Business Analyst,TechNova,"interviewing, HR software, conflict resolution",Pune,Internship,1111502
985,Teacher,DataWiz,"java, spring, hibernate",Mumbai,Part-time,1154938
986,UI/UX Designer,DesignCrafters,"figma, user testing, wireframing",Hyderabad,Contract,1134930
987,Web Developer,DreamWeddings Inc.,"aws, docker, kubernetes",Delhi,Part-time,1240771
988,Wedding Manager,DesignCrafters,"adobe photoshop, illustrator, creativity",Bangalore,Full-time,1794351
989,Restaurant Manager,Global Travels,"patient care, diagnosis, medical documentation",Pune,Internship,861563
990,Blockchain Developer,FinEdge Solutions,"sql, data visualization, problem solving",Remote,Part-time,526190
991,Cybersecurity Analyst,InnovateX,"aws, docker, kubernetes",Delhi,Full-time,1685441
992,Financial Analyst,City Hospital,"prescription handling, pharma knowledge",Delhi,Internship,1481835
993,Technical Writer,BizConsult,"client relations, campaign strategy, presentations",Remote,Full-time,1876862
994,Sales Executive,FinEdge Solutions,"adobe photoshop, illustrator, creativity",Delhi,Part-time,2374280
995,AI Researcher,BuildRight Infra,"client relations, campaign strategy, presentations",Delhi,Part-time,799728
996,Blockchain Developer,DreamWeddings Inc.,"java, spring, hibernate",Delhi,Part-time,1378370
997,Backend Engineer,DataWiz,"sql, data analysis, tableau",Mumbai,Full-time,1399656
998,Game Developer,City Hospital,"sql, data visualization, problem solving",Delhi,Full-time,1370065
999,Financial Analyst,PharmaCare,"legal documentation, compliance, case review",Pune,Full-time,600968
1000,Graphic Designer,HealthFirst Clinic,"python, pandas, numpy",Mumbai,Internship,664405
1001,Account Director,CreativeHub Agency,"aws, docker, kubernetes",Delhi,Internship,695838
1002,Wedding Manager,DreamWeddings Inc.,"java, spring, hibernate",Mumbai,Internship,710982
1003,Frontend Developer,DreamWeddings Inc.,"java, spring, hibernate",Bangalore,Internship,2347717
1004,System Administrator,EduWise Academy,"python, pandas, numpy",Delhi,Full-time,1964137
1005,Cybersecurity Analyst,PharmaCare,"sql, data analysis, tableau",Delhi,Internship,1376305
1006,Cybersecurity Analyst,HealthFirst Clinic,"typing, accuracy, database entry",Pune,Internship,1373846
1007,Web Developer,BizConsult,"patient care, diagnosis, medical documentation",Delhi,Contract,527724
1008,Wedding Manager,DevSolutions,"excel, financial modeling, data interpretation",Pune,Contract,1023247
1009,Technical Writer,City Hospital,"customer service, ticketing, troubleshooting",Delhi,Full-time,944773
1010,Product Manager,FinEdge Solutions,"sql, data visualization, problem solving",Delhi,Part-time,1416692
1011,Web Developer,DevSolutions,"test case writing, selenium, bug tracking",Delhi,Internship,1802197
1012,Cloud Architect,HealthFirst Clinic,"python, pandas, numpy",Hyderabad,Part-time,2119243
1013,QA Analyst,DreamWeddings Inc.,"test case writing, selenium, bug tracking",Delhi,Part-time,1185159
1014,Operations Manager,DataWiz,"event coordination, client management, budgeting",Pune,Internship,599926
1015,Marketing Manager,EduWise Academy,"test case writing, selenium, bug tracking",Hyderabad,Contract,2448489
1016,Pharmacist,DreamWeddings Inc.,"test case writing, selenium, bug tracking",Remote,Internship,1585611
1017,Operations Manager,CreativeHub Agency,"autocad, site planning, structural analysis",Pune,Internship,2442894
1018,Data Entry Clerk,Global Travels,"autocad, site planning, structural analysis",Bangalore,Internship,1031110
1019,DevOps Engineer,CreativeHub Agency,"salesforce, CRM, negotiation",Remote,Part-time,674326
1020,Cloud Architect,DataWiz,"excel, financial modeling, data interpretation",Mumbai,Part-time,2164305
1021,,,,,,
